,article,cateogry ID,FP/FN/TP/TN
5698,110171,No Mapping,TN
5699,25227,No Mapping,TN
5700,190518,No Mapping,TN
5701,110137,No Mapping,TN
5702,172081,No Mapping,TN
5703,172088,No Mapping,TN
5704,217504,No Mapping,TN
5705,120637,No Mapping,TN
5706,217453,No Mapping,TN
5707,42970,No Mapping,TN
5708,217461,No Mapping,TN
5709,217462,No Mapping,TN
5710,71343,No Mapping,TN
5711,43849,No Mapping,TN
5712,217526,No Mapping,TN
5713,80111,No Mapping,TN
5714,110161,No Mapping,TN
5715,40617,No Mapping,TN
5716,57379,No Mapping,TN
5717,142300,No Mapping,TN
5718,110175,No Mapping,TN
5719,36650,No Mapping,TN
5720,39520,No Mapping,TN
5721,120638,No Mapping,TN
5722,78171,No Mapping,TN
5723,217471,No Mapping,TN
5724,26536,No Mapping,TN
5725,172083,No Mapping,TN
5726,135766,No Mapping,TN
5727,71336,No Mapping,TN
5728,190522,No Mapping,TN
5729,217525,No Mapping,TN
5730,80110,No Mapping,TN
5731,190512,No Mapping,TN
5732,152706,No Mapping,TN
5733,110133,No Mapping,TN
5734,217464,No Mapping,TN
5735,57373,No Mapping,TN
5736,217452,No Mapping,TN
5737,110162,No Mapping,TN
5738,214891,No Mapping,TN
5739,37252,No Mapping,TN
5740,110156,No Mapping,TN
5741,120636,No Mapping,TN
5742,214885,No Mapping,TN
5743,120639,No Mapping,TN
5744,217459,No Mapping,TN
5745,217446,No Mapping,TN
5746,217454,No Mapping,TN
5747,110131,No Mapping,TN
5748,217513,No Mapping,TN
5749,57365,No Mapping,TN
5750,57377,No Mapping,TN
5751,57382,No Mapping,TN
5752,57378,No Mapping,TN
5753,50026,No Mapping,TN
5754,217456,No Mapping,TN
5755,217512,No Mapping,TN
5756,57376,No Mapping,TN
5757,217518,No Mapping,TN
5758,48813,No Mapping,TN
5759,21511,No Mapping,TN
5760,35723,No Mapping,TN
5761,25226,No Mapping,TN
5762,25225,No Mapping,TN
5763,23884,No Mapping,TN
5764,23878,No Mapping,TN
5765,23811,No Mapping,TN
5766,21512,No Mapping,TN
5767,21509,No Mapping,TN
5768,36823,No Mapping,TN
5769,21508,No Mapping,TN
5770,21502,No Mapping,TN
5771,21499,No Mapping,TN
5772,21489,No Mapping,TN
5773,21474,No Mapping,TN
5774,21454,No Mapping,TN
5775,21448,No Mapping,TN
5776,35776,No Mapping,TN
5777,36979,No Mapping,TN
5778,48785,No Mapping,TN
5779,44040,No Mapping,TN
5780,48388,No Mapping,TN
5781,47979,No Mapping,TN
5782,47078,No Mapping,TN
5783,46896,No Mapping,TN
5784,46560,No Mapping,TN
5785,46175,No Mapping,TN
5786,44928,No Mapping,TN
5787,43447,No Mapping,TN
5788,39167,No Mapping,TN
5789,43318,No Mapping,TN
5790,42951,No Mapping,TN
5791,217463,No Mapping,TN
5792,217519,No Mapping,TN
5793,40608,No Mapping,TN
5794,39516,No Mapping,TN
5795,39232,No Mapping,TN
5796,217507,No Mapping,TN
5797,172102,No Mapping,TN
5798,217506,No Mapping,TN
5799,57441,No Mapping,TN
5800,151262,No Mapping,TN
5801,142208,No Mapping,TN
5802,142033,No Mapping,TN
5803,141701,No Mapping,TN
5804,190519,No Mapping,TN
5805,217484,No Mapping,TN
5806,140086,No Mapping,TN
5807,139776,No Mapping,TN
5808,139100,No Mapping,TN
5809,138709,No Mapping,TN
5810,137586,No Mapping,TN
5811,136866,No Mapping,TN
5812,217486,No Mapping,TN
5813,217487,No Mapping,TN
5814,134889,No Mapping,TN
5815,217472,No Mapping,TN
5816,120634,No Mapping,TN
5817,120633,No Mapping,TN
5818,190525,No Mapping,TN
5819,120631,No Mapping,TN
5820,120630,No Mapping,TN
5821,151991,No Mapping,TN
5822,217483,No Mapping,TN
5823,152512,No Mapping,TN
5824,217475,No Mapping,TN
5825,172099,No Mapping,TN
5826,217473,No Mapping,TN
5827,172097,No Mapping,TN
5828,172096,No Mapping,TN
5829,172125,No Mapping,TN
5830,172094,No Mapping,TN
5831,172093,No Mapping,TN
5832,172092,No Mapping,TN
5833,172091,No Mapping,TN
5834,172086,No Mapping,TN
5835,152654,No Mapping,TN
5836,172085,No Mapping,TN
5837,172084,No Mapping,TN
5838,172080,No Mapping,TN
5839,158005,No Mapping,TN
5840,217480,No Mapping,TN
5841,217481,No Mapping,TN
5842,156818,No Mapping,TN
5843,217482,No Mapping,TN
5844,190500,No Mapping,TN
5845,120628,No Mapping,TN
5846,190526,No Mapping,TN
5847,110167,No Mapping,TN
5848,214973,No Mapping,TN
5849,214892,No Mapping,TN
5850,80105,No Mapping,TN
5851,80103,No Mapping,TN
5852,214894,No Mapping,TN
5853,80101,No Mapping,TN
5854,80100,No Mapping,TN
5855,80099,No Mapping,TN
5856,214934,No Mapping,TN
5857,214943,No Mapping,TN
5858,217468,No Mapping,TN
5859,214889,No Mapping,TN
5860,217466,No Mapping,TN
5861,217465,No Mapping,TN
5862,71349,No Mapping,TN
5863,71346,No Mapping,TN
5864,71345,No Mapping,TN
5865,71344,No Mapping,TN
5866,71342,No Mapping,TN
5867,71341,No Mapping,TN
5868,217505,No Mapping,TN
5869,172100,No Mapping,TN
5870,214888,No Mapping,TN
5871,110166,No Mapping,TN
5872,217493,No Mapping,TN
5873,110165,No Mapping,TN
5874,110164,No Mapping,TN
5875,110155,No Mapping,TN
5876,110154,No Mapping,TN
5877,110152,No Mapping,TN
5878,217470,No Mapping,TN
5879,217469,No Mapping,TN
5880,110146,No Mapping,TN
5881,110139,No Mapping,TN
5882,110129,No Mapping,TN
5883,85797,No Mapping,TN
5884,110127,No Mapping,TN
5885,217494,No Mapping,TN
5886,214880,No Mapping,TN
5887,214884,No Mapping,TN
5888,85805,No Mapping,TN
5889,85802,No Mapping,TN
5890,217499,No Mapping,TN
5891,85799,No Mapping,TN
5892,214887,No Mapping,TN
5893,80108,No Mapping,TN
5894,217489,inflation AND economy AND fed,TP
5895,217491,inflation AND economy AND fed,TP
5896,217492,inflation AND economy AND fed,TP
5897,217507,inflation AND economy AND fed,TP
5898,217510,inflation AND economy AND fed,TP
5899,217493,inflation AND economy AND fed,TP
5900,217500,No Mapping,FN
5901,217497,No Mapping,FN
5902,217504,No Mapping,FN
5903,217495,No Mapping,FN
5904,217501,No Mapping,FN
5905,217503,No Mapping,FN
5906,217496,No Mapping,FN
5907,217509,No Mapping,FN
5908,217506,No Mapping,FN
5909,57378,No Mapping,TN
5910,190528,No Mapping,TN
5911,21485,No Mapping,TN
5912,217513,No Mapping,FN
5913,217512,No Mapping,FN
5914,80097,No Mapping,TN
5915,214879,No Mapping,TN
5916,217505,No Mapping,FN
5917,71341,No Mapping,TN
5918,136158,No Mapping,TN
5919,23878,No Mapping,TN
5920,80113,No Mapping,TN
5921,172077,No Mapping,TN
5922,217474,No Mapping,TN
5923,71335,No Mapping,TN
5924,141886,No Mapping,TN
5925,85801,No Mapping,TN
5926,25225,No Mapping,TN
5927,57372,No Mapping,TN
5928,217464,No Mapping,TN
5929,57376,No Mapping,TN
5930,57385,No Mapping,TN
5931,172083,No Mapping,TN
5932,25227,No Mapping,TN
5933,80106,No Mapping,TN
5934,85803,No Mapping,TN
5935,172080,No Mapping,TN
5936,217528,No Mapping,TN
5937,110147,No Mapping,TN
5938,21506,No Mapping,TN
5939,190526,No Mapping,TN
5940,21413,No Mapping,TN
5941,57377,No Mapping,TN
5942,172100,No Mapping,TN
5943,110172,No Mapping,TN
5944,25226,No Mapping,TN
5945,46896,No Mapping,TN
5946,110127,No Mapping,TN
5947,139673,No Mapping,TN
5948,80101,No Mapping,TN
5949,217531,No Mapping,TN
5950,136866,No Mapping,TN
5951,217525,No Mapping,TN
5952,48388,No Mapping,TN
5953,214876,No Mapping,TN
5954,190524,No Mapping,TN
5955,217440,No Mapping,TN
5956,57418,No Mapping,TN
5957,152654,No Mapping,TN
5958,80102,No Mapping,TN
5959,35723,No Mapping,TN
5960,110166,No Mapping,TN
5961,214888,No Mapping,TN
5962,80108,No Mapping,TN
5963,217523,No Mapping,TN
5964,85806,No Mapping,TN
5965,217526,No Mapping,TN
5966,49480,No Mapping,TN
5967,36823,No Mapping,TN
5968,21500,No Mapping,TN
5969,43318,No Mapping,TN
5970,120633,No Mapping,TN
5971,217487,No Mapping,TN
5972,57366,No Mapping,TN
5973,172084,No Mapping,TN
5974,21508,No Mapping,TN
5975,71338,No Mapping,TN
5976,120634,No Mapping,TN
5977,217499,No Mapping,FN
5978,217494,No Mapping,FN
5979,21512,No Mapping,TN
5980,139571,No Mapping,TN
5981,120639,No Mapping,TN
5982,217483,No Mapping,TN
5983,85802,No Mapping,TN
5984,120636,No Mapping,TN
5985,80105,No Mapping,TN
5986,139100,No Mapping,TN
5987,217516,No Mapping,TN
5988,172099,No Mapping,TN
5989,43849,No Mapping,TN
5990,80100,No Mapping,TN
5991,190500,No Mapping,TN
5992,217468,No Mapping,TN
5993,217518,No Mapping,TN
5994,142033,No Mapping,TN
5995,172098,No Mapping,TN
5996,217471,No Mapping,TN
5997,71342,No Mapping,TN
5998,214885,No Mapping,TN
5999,217467,No Mapping,TN
6000,21499,No Mapping,TN
6001,190496,No Mapping,TN
6002,120630,No Mapping,TN
6003,214973,No Mapping,TN
6004,21511,No Mapping,TN
6005,151832,No Mapping,TN
6006,21504,No Mapping,TN
6007,217463,No Mapping,TN
6008,140362,No Mapping,TN
6009,217521,No Mapping,TN
6010,138243,No Mapping,TN
6011,110157,No Mapping,TN
6012,37252,No Mapping,TN
6013,217533,No Mapping,TN
6014,23884,No Mapping,TN
6015,217447,No Mapping,TN
6016,217448,No Mapping,TN
6017,57382,No Mapping,TN
6018,85798,No Mapping,TN
6019,110144,No Mapping,TN
6020,47979,No Mapping,TN
6021,110156,No Mapping,TN
6022,214892,No Mapping,TN
6023,214875,No Mapping,TN
6024,80094,No Mapping,TN
6025,40754,No Mapping,TN
6026,110126,No Mapping,TN
6027,190495,No Mapping,TN
6028,71337,No Mapping,TN
6029,156194,No Mapping,TN
6030,78171,No Mapping,TN
6031,151991,No Mapping,TN
6032,138339,No Mapping,TN
6033,21455,No Mapping,TN
6034,217462,No Mapping,TN
6035,217461,No Mapping,TN
6036,217534,No Mapping,TN
6037,214874,No Mapping,TN
6038,39232,No Mapping,TN
6039,23877,No Mapping,TN
6040,110161,No Mapping,TN
6041,217423,No Mapping,TN
6042,172086,No Mapping,TN
6043,217465,No Mapping,TN
6044,217473,No Mapping,TN
6045,80098,No Mapping,TN
6046,38952,No Mapping,TN
6047,217476,No Mapping,TN
6048,134825,No Mapping,TN
6049,21454,No Mapping,TN
6050,217417,No Mapping,TN
6051,142300,No Mapping,TN
6052,151262,No Mapping,TN
6053,110133,No Mapping,TN
6054,190520,No Mapping,TN
6055,217477,No Mapping,TN
6056,134545,No Mapping,TN
6057,217433,No Mapping,TN
6058,71339,No Mapping,TN
6059,217520,No Mapping,TN
6060,151598,No Mapping,TN
6061,71344,No Mapping,TN
6062,120637,No Mapping,TN
6063,217429,No Mapping,TN
6064,49614,No Mapping,TN
6065,85825,No Mapping,TN
6066,138709,No Mapping,TN
6067,217535,No Mapping,TN
6068,217439,No Mapping,TN
6069,85793,No Mapping,TN
6070,44642,No Mapping,TN
6071,217522,No Mapping,TN
6072,80103,No Mapping,TN
6073,21502,No Mapping,TN
6074,110167,No Mapping,TN
6075,172088,No Mapping,TN
6076,110176,No Mapping,TN
6077,85805,No Mapping,TN
6078,172125,No Mapping,TN
6079,214877,No Mapping,TN
6080,71343,No Mapping,TN
6081,43672,No Mapping,TN
6082,57362,No Mapping,TN
6083,120628,No Mapping,TN
6084,217445,No Mapping,TN
6085,217451,No Mapping,TN
6086,217449,No Mapping,TN
6087,157527,No Mapping,TN
6088,80093,No Mapping,TN
6089,217532,No Mapping,TN
6090,217530,No Mapping,TN
6091,172089,No Mapping,TN
6092,40617,No Mapping,TN
6093,46560,No Mapping,TN
6094,39730,No Mapping,TN
6095,110160,No Mapping,TN
6096,190522,No Mapping,TN
6097,110164,No Mapping,TN
6098,217529,No Mapping,TN
6099,217444,No Mapping,TN
6100,217443,No Mapping,TN
6101,80096,No Mapping,TN
6102,135878,No Mapping,TN
6103,190501,No Mapping,TN
6104,71346,No Mapping,TN
6105,46175,No Mapping,TN
6106,110141,No Mapping,TN
6107,57410,No Mapping,TN
6108,172096,No Mapping,TN
6109,85797,No Mapping,TN
6110,214891,No Mapping,TN
6111,214934,No Mapping,TN
6112,217425,No Mapping,TN
6113,217435,No Mapping,TN
6114,217450,No Mapping,TN
6115,217458,No Mapping,TN
6116,21489,No Mapping,TN
6117,217459,No Mapping,TN
6118,217453,No Mapping,TN
6119,217484,No Mapping,TN
6120,217486,No Mapping,TN
6121,85799,No Mapping,TN
6122,217432,No Mapping,TN
6123,172081,No Mapping,TN
6124,48813,No Mapping,TN
6125,48785,No Mapping,TN
6126,217481,No Mapping,TN
6127,48306,No Mapping,TN
6128,217482,No Mapping,TN
6129,47403,No Mapping,TN
6130,47078,No Mapping,TN
6131,47017,No Mapping,TN
6132,172090,No Mapping,TN
6133,172091,No Mapping,TN
6134,172092,No Mapping,TN
6135,44993,No Mapping,TN
6136,44928,No Mapping,TN
6137,172093,No Mapping,TN
6138,44040,No Mapping,TN
6139,217485,No Mapping,TN
6140,172094,No Mapping,TN
6141,43447,No Mapping,TN
6142,172095,No Mapping,TN
6143,42970,No Mapping,TN
6144,42951,No Mapping,TN
6145,48823,No Mapping,TN
6146,48914,No Mapping,TN
6147,49198,No Mapping,TN
6148,57369,No Mapping,TN
6149,172082,No Mapping,TN
6150,57380,No Mapping,TN
6151,57379,No Mapping,TN
6152,217475,No Mapping,TN
6153,214895,No Mapping,TN
6154,214894,No Mapping,TN
6155,57375,No Mapping,TN
6156,57373,No Mapping,TN
6157,217478,No Mapping,TN
6158,57368,No Mapping,TN
6159,49416,No Mapping,TN
6160,217479,No Mapping,TN
6161,57365,No Mapping,TN
6162,57364,No Mapping,TN
6163,172085,No Mapping,TN
6164,57360,No Mapping,TN
6165,50026,No Mapping,TN
6166,172087,No Mapping,TN
6167,217480,No Mapping,TN
6168,49458,No Mapping,TN
6169,40854,No Mapping,TN
6170,217488,No Mapping,TN
6171,172097,No Mapping,TN
6172,190512,No Mapping,TN
6173,214887,No Mapping,TN
6174,23872,No Mapping,TN
6175,23811,No Mapping,TN
6176,22918,No Mapping,TN
6177,214886,No Mapping,TN
6178,217524,No Mapping,TN
6179,21510,No Mapping,TN
6180,21509,No Mapping,TN
6181,214884,No Mapping,TN
6182,190517,No Mapping,TN
6183,217519,No Mapping,TN
6184,190518,No Mapping,TN
6185,190519,No Mapping,TN
6186,214883,No Mapping,TN
6187,190525,No Mapping,TN
6188,217536,No Mapping,TN
6189,21474,No Mapping,TN
6190,214880,No Mapping,TN
6191,214878,No Mapping,TN
6192,21448,No Mapping,TN
6193,190494,No Mapping,TN
6194,23888,No Mapping,TN
6195,40608,No Mapping,TN
6196,217502,No Mapping,FN
6197,40543,No Mapping,TN
6198,214893,No Mapping,TN
6199,39520,No Mapping,TN
6200,39516,No Mapping,TN
6201,214889,No Mapping,TN
6202,39167,No Mapping,TN
6203,172102,No Mapping,TN
6204,38658,No Mapping,TN
6205,37468,No Mapping,TN
6206,36979,No Mapping,TN
6207,217517,No Mapping,TN
6208,217508,No Mapping,FN
6209,36650,No Mapping,TN
6210,35996,No Mapping,TN
6211,35776,No Mapping,TN
6212,217511,No Mapping,FN
6213,35347,No Mapping,TN
6214,26536,No Mapping,TN
6215,217514,No Mapping,TN
6216,217515,No Mapping,TN
6217,217472,No Mapping,TN
6218,217470,No Mapping,TN
6219,120635,No Mapping,TN
6220,57441,No Mapping,TN
6221,110150,No Mapping,TN
6222,110149,No Mapping,TN
6223,217428,No Mapping,TN
6224,110146,No Mapping,TN
6225,110145,No Mapping,TN
6226,217441,No Mapping,TN
6227,110143,No Mapping,TN
6228,137143,No Mapping,TN
6229,110139,No Mapping,TN
6230,110137,No Mapping,TN
6231,110135,No Mapping,TN
6232,137586,No Mapping,TN
6233,110131,No Mapping,TN
6234,110129,No Mapping,TN
6235,217442,No Mapping,TN
6236,217427,No Mapping,TN
6237,85880,No Mapping,TN
6238,217537,No Mapping,TN
6239,85810,No Mapping,TN
6240,85807,No Mapping,TN
6241,138517,No Mapping,TN
6242,110151,No Mapping,TN
6243,110152,No Mapping,TN
6244,110154,No Mapping,TN
6245,110169,No Mapping,TN
6246,120632,No Mapping,TN
6247,120631,No Mapping,TN
6248,217434,No Mapping,TN
6249,120629,No Mapping,TN
6250,217431,No Mapping,TN
6251,120638,No Mapping,TN
6252,110175,No Mapping,TN
6253,217430,No Mapping,TN
6254,110171,No Mapping,TN
6255,134889,No Mapping,TN
6256,110155,No Mapping,TN
6257,217436,No Mapping,TN
6258,110165,No Mapping,TN
6259,134921,No Mapping,TN
6260,110162,No Mapping,TN
6261,135213,No Mapping,TN
6262,135766,No Mapping,TN
6263,110159,No Mapping,TN
6264,217437,No Mapping,TN
6265,217438,No Mapping,TN
6266,217426,No Mapping,TN
6267,85804,No Mapping,TN
6268,217424,No Mapping,TN
6269,71345,No Mapping,TN
6270,152706,No Mapping,TN
6271,80092,No Mapping,TN
6272,217460,No Mapping,TN
6273,78170,No Mapping,TN
6274,78169,No Mapping,TN
6275,71350,No Mapping,TN
6276,71349,No Mapping,TN
6277,71348,No Mapping,TN
6278,156656,No Mapping,TN
6279,156818,No Mapping,TN
6280,152512,No Mapping,TN
6281,157295,No Mapping,TN
6282,158005,No Mapping,TN
6283,214943,No Mapping,TN
6284,71340,No Mapping,TN
6285,172078,No Mapping,TN
6286,172079,No Mapping,TN
6287,217466,No Mapping,TN
6288,71336,No Mapping,TN
6289,217469,No Mapping,TN
6290,217418,No Mapping,TN
6291,152264,No Mapping,TN
6292,217446,No Mapping,TN
6293,80109,No Mapping,TN
6294,139776,No Mapping,TN
6295,140086,No Mapping,TN
6296,140496,No Mapping,TN
6297,141701,No Mapping,TN
6298,217422,No Mapping,TN
6299,217421,No Mapping,TN
6300,80112,No Mapping,TN
6301,80111,No Mapping,TN
6302,80110,No Mapping,TN
6303,217452,No Mapping,TN
6304,217419,No Mapping,TN
6305,80107,No Mapping,TN
6306,142208,No Mapping,TN
6307,217454,No Mapping,TN
6308,80104,No Mapping,TN
6309,217420,No Mapping,TN
6310,217455,No Mapping,TN
6311,217456,No Mapping,TN
6312,217457,No Mapping,TN
6313,80099,No Mapping,TN
6314,217538,No Mapping,TN
6315,217442,afghanistan AND war AND end,TP
6316,217441,afghanistan AND war AND end,TP
6317,217445,No Mapping,FN
6318,217456,No Mapping,FN
6319,217452,No Mapping,FN
6320,23878,No Mapping,TN
6321,217453,No Mapping,FN
6322,217464,No Mapping,FN
6323,217459,No Mapping,FN
6324,217455,No Mapping,FN
6325,217447,No Mapping,FN
6326,217448,No Mapping,FN
6327,217450,No Mapping,FN
6328,217458,No Mapping,FN
6329,217460,No Mapping,FN
6330,217457,No Mapping,FN
6331,217443,No Mapping,FN
6332,217444,No Mapping,FN
6333,217467,No Mapping,TN
6334,80105,No Mapping,TN
6335,217446,No Mapping,FN
6336,217454,No Mapping,FN
6337,217461,No Mapping,FN
6338,217462,No Mapping,FN
6339,214883,No Mapping,TN
6340,214893,No Mapping,TN
6341,217451,No Mapping,FN
6342,217449,No Mapping,FN
6343,135213,No Mapping,TN
6344,217430,No Mapping,TN
6345,39232,No Mapping,TN
6346,217533,No Mapping,TN
6347,141886,No Mapping,TN
6348,172085,No Mapping,TN
6349,217440,No Mapping,TN
6350,80096,No Mapping,TN
6351,172082,No Mapping,TN
6352,57441,No Mapping,TN
6353,110176,No Mapping,TN
6354,214943,No Mapping,TN
6355,120630,No Mapping,TN
6356,137143,No Mapping,TN
6357,217473,No Mapping,TN
6358,43672,No Mapping,TN
6359,43849,No Mapping,TN
6360,36650,No Mapping,TN
6361,47403,No Mapping,TN
6362,71350,No Mapping,TN
6363,217425,No Mapping,TN
6364,120634,No Mapping,TN
6365,37468,No Mapping,TN
6366,217494,No Mapping,TN
6367,217499,No Mapping,TN
6368,214895,No Mapping,TN
6369,217428,No Mapping,TN
6370,217431,No Mapping,TN
6371,217427,No Mapping,TN
6372,40617,No Mapping,TN
6373,80104,No Mapping,TN
6374,40543,No Mapping,TN
6375,21512,No Mapping,TN
6376,21500,No Mapping,TN
6377,21413,No Mapping,TN
6378,110150,No Mapping,TN
6379,21506,No Mapping,TN
6380,49198,No Mapping,TN
6381,217476,No Mapping,TN
6382,172090,No Mapping,TN
6383,217432,No Mapping,TN
6384,217438,No Mapping,TN
6385,217487,No Mapping,TN
6386,49458,No Mapping,TN
6387,151991,No Mapping,TN
6388,21455,No Mapping,TN
6389,78169,No Mapping,TN
6390,217420,No Mapping,TN
6391,85803,No Mapping,TN
6392,39730,No Mapping,TN
6393,172081,No Mapping,TN
6394,217424,No Mapping,TN
6395,110155,No Mapping,TN
6396,35996,No Mapping,TN
6397,217423,No Mapping,TN
6398,172078,No Mapping,TN
6399,57362,No Mapping,TN
6400,217466,No Mapping,TN
6401,172125,No Mapping,TN
6402,43447,No Mapping,TN
6403,214888,No Mapping,TN
6404,217482,No Mapping,TN
6405,80094,No Mapping,TN
6406,71341,No Mapping,TN
6407,85793,No Mapping,TN
6408,214887,No Mapping,TN
6409,172093,No Mapping,TN
6410,120636,No Mapping,TN
6411,35776,No Mapping,TN
6412,190495,No Mapping,TN
6413,156818,No Mapping,TN
6414,78171,No Mapping,TN
6415,217435,No Mapping,TN
6416,172100,No Mapping,TN
6417,57379,No Mapping,TN
6418,217523,No Mapping,TN
6419,57364,No Mapping,TN
6420,217531,No Mapping,TN
6421,172098,No Mapping,TN
6422,80110,No Mapping,TN
6423,110137,No Mapping,TN
6424,23872,No Mapping,TN
6425,217421,No Mapping,TN
6426,110127,No Mapping,TN
6427,110165,No Mapping,TN
6428,217429,No Mapping,TN
6429,22918,No Mapping,TN
6430,172088,No Mapping,TN
6431,57378,No Mapping,TN
6432,157527,No Mapping,TN
6433,217525,No Mapping,TN
6434,40608,No Mapping,TN
6435,85880,No Mapping,TN
6436,214880,No Mapping,TN
6437,21448,No Mapping,TN
6438,217419,No Mapping,TN
6439,217422,No Mapping,TN
6440,42951,No Mapping,TN
6441,42970,No Mapping,TN
6442,172094,No Mapping,TN
6443,80107,No Mapping,TN
6444,44040,No Mapping,TN
6445,80111,No Mapping,TN
6446,48914,No Mapping,TN
6447,217469,No Mapping,TN
6448,21511,No Mapping,TN
6449,217512,No Mapping,TN
6450,217513,No Mapping,TN
6451,110146,No Mapping,TN
6452,217492,No Mapping,TN
6453,80113,No Mapping,TN
6454,21474,No Mapping,TN
6455,120628,No Mapping,TN
6456,21454,No Mapping,TN
6457,217474,No Mapping,TN
6458,217529,No Mapping,TN
6459,110135,No Mapping,TN
6460,217417,No Mapping,TN
6461,217500,No Mapping,TN
6462,217530,No Mapping,TN
6463,39167,No Mapping,TN
6464,23811,No Mapping,TN
6465,156194,No Mapping,TN
6466,217468,No Mapping,TN
6467,217516,No Mapping,TN
6468,136866,No Mapping,TN
6469,57373,No Mapping,TN
6470,48823,No Mapping,TN
6471,214879,No Mapping,TN
6472,57369,No Mapping,TN
6473,217520,No Mapping,TN
6474,85805,No Mapping,TN
6475,190520,No Mapping,TN
6476,217472,No Mapping,TN
6477,190518,No Mapping,TN
6478,217522,No Mapping,TN
6479,39516,No Mapping,TN
6480,217418,No Mapping,TN
6481,85804,No Mapping,TN
6482,21508,No Mapping,TN
6483,110147,No Mapping,TN
6484,80093,No Mapping,TN
6485,172086,No Mapping,TN
6486,217526,No Mapping,TN
6487,190496,No Mapping,TN
6488,85806,No Mapping,TN
6489,172084,No Mapping,TN
6490,217518,No Mapping,TN
6491,137586,No Mapping,TN
6492,110169,No Mapping,TN
6493,172096,No Mapping,TN
6494,172102,No Mapping,TN
6495,190512,No Mapping,TN
6496,172083,No Mapping,TN
6497,21485,No Mapping,TN
6498,40854,No Mapping,TN
6499,214892,No Mapping,TN
6500,156656,No Mapping,TN
6501,47017,No Mapping,TN
6502,48306,No Mapping,TN
6503,217434,No Mapping,TN
6504,217436,No Mapping,TN
6505,57366,No Mapping,TN
6506,152706,No Mapping,TN
6507,217535,No Mapping,TN
6508,140086,No Mapping,TN
6509,217534,No Mapping,TN
6510,152264,No Mapping,TN
6511,214885,No Mapping,TN
6512,44993,No Mapping,TN
6513,80092,No Mapping,TN
6514,110157,No Mapping,TN
6515,110126,No Mapping,TN
6516,44928,No Mapping,TN
6517,57375,No Mapping,TN
6518,85807,No Mapping,TN
6519,21504,No Mapping,TN
6520,217496,No Mapping,TN
6521,217503,No Mapping,TN
6522,57418,No Mapping,TN
6523,151832,No Mapping,TN
6524,138243,No Mapping,TN
6525,21502,No Mapping,TN
6526,71335,No Mapping,TN
6527,217532,No Mapping,TN
6528,57410,No Mapping,TN
6529,217437,No Mapping,TN
6530,217509,No Mapping,TN
6531,214889,No Mapping,TN
6532,110131,No Mapping,TN
6533,172092,No Mapping,TN
6534,120629,No Mapping,TN
6535,71348,No Mapping,TN
6536,140362,No Mapping,TN
6537,214886,No Mapping,TN
6538,21510,No Mapping,TN
6539,214874,No Mapping,TN
6540,110172,No Mapping,TN
6541,49416,No Mapping,TN
6542,85825,No Mapping,TN
6543,217486,No Mapping,TN
6544,217484,No Mapping,TN
6545,71339,No Mapping,TN
6546,110171,No Mapping,TN
6547,120635,No Mapping,TN
6548,25227,No Mapping,TN
6549,214876,No Mapping,TN
6550,80112,No Mapping,TN
6551,120637,No Mapping,TN
6552,80109,No Mapping,TN
6553,71343,No Mapping,TN
6554,110151,No Mapping,TN
6555,139673,No Mapping,TN
6556,110145,No Mapping,TN
6557,85798,No Mapping,TN
6558,110161,No Mapping,TN
6559,142300,No Mapping,TN
6560,110175,No Mapping,TN
6561,39520,No Mapping,TN
6562,140496,No Mapping,TN
6563,217538,No Mapping,TN
6564,78170,No Mapping,TN
6565,172079,No Mapping,TN
6566,120638,No Mapping,TN
6567,217471,No Mapping,TN
6568,26536,No Mapping,TN
6569,85801,No Mapping,TN
6570,110149,No Mapping,TN
6571,49480,No Mapping,TN
6572,214875,No Mapping,TN
6573,135766,No Mapping,TN
6574,71336,No Mapping,TN
6575,190522,No Mapping,TN
6576,217521,No Mapping,TN
6577,23888,No Mapping,TN
6578,138517,No Mapping,TN
6579,110133,No Mapping,TN
6580,44642,No Mapping,TN
6581,110162,No Mapping,TN
6582,214891,No Mapping,TN
6583,37252,No Mapping,TN
6584,110156,No Mapping,TN
6585,120639,No Mapping,TN
6586,110141,No Mapping,TN
6587,217433,No Mapping,TN
6588,217439,No Mapping,TN
6589,135878,No Mapping,TN
6590,190501,No Mapping,TN
6591,46175,No Mapping,TN
6592,21489,No Mapping,TN
6593,214973,No Mapping,TN
6594,217426,No Mapping,TN
6595,21499,No Mapping,TN
6596,217463,No Mapping,FN
6597,46896,No Mapping,TN
6598,217465,No Mapping,TN
6599,43318,No Mapping,TN
6600,217470,No Mapping,TN
6601,217517,No Mapping,TN
6602,217475,No Mapping,TN
6603,40754,No Mapping,TN
6604,46560,No Mapping,TN
6605,217508,No Mapping,TN
6606,214934,No Mapping,TN
6607,217477,No Mapping,TN
6608,214894,No Mapping,TN
6609,47979,No Mapping,TN
6610,217519,No Mapping,TN
6611,48388,No Mapping,TN
6612,48785,No Mapping,TN
6613,48813,No Mapping,TN
6614,214884,No Mapping,TN
6615,214878,No Mapping,TN
6616,217524,No Mapping,TN
6617,214877,No Mapping,TN
6618,217528,No Mapping,TN
6619,190528,No Mapping,TN
6620,217536,No Mapping,TN
6621,47078,No Mapping,TN
6622,217515,No Mapping,TN
6623,217507,No Mapping,TN
6624,23884,No Mapping,TN
6625,217514,No Mapping,TN
