,root_article,article_compared,predicted_mapping,"true_mapping""",FP/FN/TP/TN,score,,,,,
5315,"302    217418
Name: id, dtype: int64",217539,No Mapping,No Mapping,TN,0.018006975,,,,,
5316,"302    217418
Name: id, dtype: int64",47403,No Mapping,No Mapping,TN,0.017881377,,,,,
5317,"302    217418
Name: id, dtype: int64",217442,No Mapping,No Mapping,TN,0.017609615,,,,,
5318,"302    217418
Name: id, dtype: int64",80112,No Mapping,No Mapping,TN,0.017383252,,,,,
5319,"302    217418
Name: id, dtype: int64",110159,No Mapping,No Mapping,TN,0.017055677,,,,,
5320,"302    217418
Name: id, dtype: int64",85798,No Mapping,No Mapping,TN,0.016769059,,,,,
5321,"302    217418
Name: id, dtype: int64",40543,No Mapping,No Mapping,TN,0.016700997,,,,,
5322,"302    217418
Name: id, dtype: int64",120632,No Mapping,No Mapping,TN,0.01603579,,,,,
5323,"302    217418
Name: id, dtype: int64",44993,No Mapping,No Mapping,TN,0.015930487,,,,,
5324,"302    217418
Name: id, dtype: int64",57362,No Mapping,No Mapping,TN,0.015629719,,,,,
5325,"302    217418
Name: id, dtype: int64",49480,No Mapping,No Mapping,TN,0.015616694,,,,,
5326,"302    217418
Name: id, dtype: int64",217511,No Mapping,No Mapping,TN,0.015555684,,,,,
5327,"302    217418
Name: id, dtype: int64",80109,No Mapping,No Mapping,TN,0.015431443,,,,,
5328,"302    217418
Name: id, dtype: int64",110149,No Mapping,No Mapping,TN,0.015233062,,,,,
5329,"302    217418
Name: id, dtype: int64",80102,No Mapping,No Mapping,TN,0.015091601,,,,,
5330,"302    217418
Name: id, dtype: int64",71350,No Mapping,No Mapping,TN,0.015077195,,,,,
5331,"302    217418
Name: id, dtype: int64",217475,No Mapping,No Mapping,TN,0.015050044,,,,,
5332,"302    217418
Name: id, dtype: int64",85803,No Mapping,No Mapping,TN,0.014702163,,,,,
5333,"302    217418
Name: id, dtype: int64",57372,No Mapping,No Mapping,TN,0.014658545,,,,,
5334,"302    217418
Name: id, dtype: int64",140496,No Mapping,No Mapping,TN,0.01463988,,,,,
5335,"302    217418
Name: id, dtype: int64",156194,No Mapping,No Mapping,TN,0.014509189,,,,,
5336,"302    217418
Name: id, dtype: int64",217517,No Mapping,No Mapping,TN,0.014421973,,,,,
5337,"302    217418
Name: id, dtype: int64",35996,No Mapping,No Mapping,TN,0.014401435,,,,,
5338,"302    217418
Name: id, dtype: int64",110151,No Mapping,No Mapping,TN,0.014371146,,,,,
5339,"302    217418
Name: id, dtype: int64",80106,No Mapping,No Mapping,TN,0.014114239,,,,,
5340,"302    217418
Name: id, dtype: int64",23888,No Mapping,No Mapping,TN,0.013976677,,,,,
5341,"302    217418
Name: id, dtype: int64",151832,No Mapping,No Mapping,TN,0.013976529,,,,,
5342,"302    217418
Name: id, dtype: int64",214883,No Mapping,No Mapping,TN,0.013884433,,,,,
5343,"302    217418
Name: id, dtype: int64",71338,No Mapping,No Mapping,TN,0.01337884,,,,,
5344,"302    217418
Name: id, dtype: int64",217502,No Mapping,No Mapping,TN,0.013191062,,,,,
5345,"302    217418
Name: id, dtype: int64",78169,No Mapping,No Mapping,TN,0.01307423,,,,,
5346,"302    217418
Name: id, dtype: int64",214876,No Mapping,No Mapping,TN,0.013007642,,,,,
5347,"302    217418
Name: id, dtype: int64",217497,No Mapping,No Mapping,TN,0.012987971,,,,,
5348,"302    217418
Name: id, dtype: int64",57368,No Mapping,No Mapping,TN,0.012934203,,,,,
5349,"302    217418
Name: id, dtype: int64",217504,No Mapping,No Mapping,TN,0.012927127,,,,,
5350,"302    217418
Name: id, dtype: int64",57364,No Mapping,No Mapping,TN,0.012856806,,,,,
5351,"302    217418
Name: id, dtype: int64",134545,No Mapping,No Mapping,TN,0.012758997,,,,,
5352,"302    217418
Name: id, dtype: int64",110147,No Mapping,No Mapping,TN,0.012640147,,,,,
5353,"302    217418
Name: id, dtype: int64",80093,No Mapping,No Mapping,TN,0.01256819,,,,,
5354,"302    217418
Name: id, dtype: int64",172095,No Mapping,No Mapping,TN,0.012561197,,,,,
5355,"302    217418
Name: id, dtype: int64",217498,No Mapping,No Mapping,TN,0.012387455,,,,,
5356,"302    217418
Name: id, dtype: int64",214895,No Mapping,No Mapping,TN,0.012385456,,,,,
5357,"302    217418
Name: id, dtype: int64",217496,No Mapping,No Mapping,TN,0.012381223,,,,,
5358,"302    217418
Name: id, dtype: int64",80098,No Mapping,No Mapping,TN,0.012336995,,,,,
5359,"302    217418
Name: id, dtype: int64",217478,No Mapping,No Mapping,TN,0.012305303,,,,,
5360,"302    217418
Name: id, dtype: int64",23877,No Mapping,No Mapping,TN,0.012291006,,,,,
5361,"302    217418
Name: id, dtype: int64",80094,No Mapping,No Mapping,TN,0.01229033,,,,,
5362,"302    217418
Name: id, dtype: int64",217444,No Mapping,No Mapping,TN,0.012276828,,,,,
5363,"302    217418
Name: id, dtype: int64",190528,No Mapping,No Mapping,TN,0.012269571,,,,,
5364,"302    217418
Name: id, dtype: int64",217468,No Mapping,No Mapping,TN,0.012253309,,,,,
5365,"302    217418
Name: id, dtype: int64",190496,No Mapping,No Mapping,TN,0.012170561,,,,,
5366,"302    217418
Name: id, dtype: int64",57410,No Mapping,No Mapping,TN,0.012091441,,,,,
5367,"302    217418
Name: id, dtype: int64",141886,No Mapping,No Mapping,TN,0.011822106,,,,,
5368,"302    217418
Name: id, dtype: int64",21455,No Mapping,No Mapping,TN,0.01170616,,,,,
5369,"302    217418
Name: id, dtype: int64",38952,No Mapping,No Mapping,TN,0.011674088,,,,,
5370,"302    217418
Name: id, dtype: int64",110141,No Mapping,No Mapping,TN,0.011596794,,,,,
5371,"302    217418
Name: id, dtype: int64",138243,No Mapping,No Mapping,TN,0.011433905,,,,,
5372,"302    217418
Name: id, dtype: int64",214893,No Mapping,No Mapping,TN,0.011362283,,,,,
5373,"302    217418
Name: id, dtype: int64",217531,No Mapping,No Mapping,TN,0.011075306,,,,,
5374,"302    217418
Name: id, dtype: int64",110169,No Mapping,No Mapping,TN,0.011005903,,,,,
5375,"302    217418
Name: id, dtype: int64",214877,No Mapping,No Mapping,TN,0.010712078,,,,,
5376,"302    217418
Name: id, dtype: int64",35347,No Mapping,No Mapping,TN,0.010567667,,,,,
5377,"302    217418
Name: id, dtype: int64",47017,No Mapping,No Mapping,TN,0.010354507,,,,,
5378,"302    217418
Name: id, dtype: int64",190517,No Mapping,No Mapping,TN,0.009865794,,,,,
5379,"302    217418
Name: id, dtype: int64",151598,No Mapping,No Mapping,TN,0.009778584,,,,,
5380,"302    217418
Name: id, dtype: int64",21413,No Mapping,No Mapping,TN,0.009664586,,,,,
5381,"302    217418
Name: id, dtype: int64",49614,No Mapping,No Mapping,TN,0.009649757,,,,,
5382,"302    217418
Name: id, dtype: int64",217529,No Mapping,No Mapping,TN,0.009345288,,,,,
5383,"302    217418
Name: id, dtype: int64",110144,No Mapping,No Mapping,TN,0.009342458,,,,,
5384,"302    217418
Name: id, dtype: int64",217535,No Mapping,No Mapping,TN,0.009300272,,,,,
5385,"302    217418
Name: id, dtype: int64",85880,No Mapping,No Mapping,TN,0.009261401,,,,,
5386,"302    217418
Name: id, dtype: int64",138517,No Mapping,No Mapping,TN,0.009225881,,,,,
5387,"302    217418
Name: id, dtype: int64",80107,No Mapping,No Mapping,TN,0.009039534,,,,,
5388,"302    217418
Name: id, dtype: int64",80097,No Mapping,No Mapping,TN,0.008847284,,,,,
5389,"302    217418
Name: id, dtype: int64",134825,No Mapping,No Mapping,TN,0.008661483,,,,,
5390,"302    217418
Name: id, dtype: int64",80092,No Mapping,No Mapping,TN,0.008416634,,,,,
5391,"302    217418
Name: id, dtype: int64",139571,No Mapping,No Mapping,TN,0.008400233,,,,,
5392,"302    217418
Name: id, dtype: int64",21510,No Mapping,No Mapping,TN,0.008367007,,,,,
5393,"302    217418
Name: id, dtype: int64",110160,No Mapping,No Mapping,TN,0.008242249,,,,,
5394,"302    217418
Name: id, dtype: int64",43672,No Mapping,No Mapping,TN,0.008139943,,,,,
5395,"302    217418
Name: id, dtype: int64",137143,No Mapping,No Mapping,TN,0.008073539,,,,,
5396,"302    217418
Name: id, dtype: int64",110126,No Mapping,No Mapping,TN,0.007983907,,,,,
5397,"302    217418
Name: id, dtype: int64",110157,No Mapping,No Mapping,TN,0.007841016,,,,,
5398,"302    217418
Name: id, dtype: int64",217446,No Mapping,No Mapping,TN,0.007840065,,,,,
5399,"302    217418
Name: id, dtype: int64",217456,No Mapping,No Mapping,TN,0.007802616,,,,,
5400,"302    217418
Name: id, dtype: int64",57375,No Mapping,No Mapping,TN,0.007781065,,,,,
5401,"302    217418
Name: id, dtype: int64",172078,No Mapping,No Mapping,TN,0.00774264,,,,,
5402,"302    217418
Name: id, dtype: int64",217486,No Mapping,No Mapping,TN,0.007735958,,,,,
5403,"302    217418
Name: id, dtype: int64",217509,No Mapping,No Mapping,TN,0.007733147,,,,,
5404,"302    217418
Name: id, dtype: int64",21504,No Mapping,No Mapping,TN,0.00761618,,,,,
5405,"302    217418
Name: id, dtype: int64",217501,No Mapping,No Mapping,TN,0.007558963,,,,,
5406,"302    217418
Name: id, dtype: int64",217490,No Mapping,No Mapping,TN,0.007543917,,,,,
5407,"302    217418
Name: id, dtype: int64",172077,No Mapping,No Mapping,TN,0.007082528,,,,,
5408,"302    217418
Name: id, dtype: int64",217493,No Mapping,No Mapping,TN,0.006969025,,,,,
5409,"302    217418
Name: id, dtype: int64",217492,No Mapping,No Mapping,TN,0.006826029,,,,,
5410,"302    217418
Name: id, dtype: int64",71335,No Mapping,No Mapping,TN,0.006733008,,,,,
5411,"302    217418
Name: id, dtype: int64",217462,No Mapping,No Mapping,TN,0.006682254,,,,,
5412,"302    217418
Name: id, dtype: int64",48823,No Mapping,No Mapping,TN,0.006676549,,,,,
5413,"302    217418
Name: id, dtype: int64",48914,No Mapping,No Mapping,TN,0.006619446,,,,,
5414,"302    217418
Name: id, dtype: int64",71337,No Mapping,No Mapping,TN,0.006525966,,,,,
5415,"302    217418
Name: id, dtype: int64",214879,No Mapping,No Mapping,TN,0.006439718,,,,,
5416,"302    217418
Name: id, dtype: int64",217510,No Mapping,No Mapping,TN,0.006355493,,,,,
5417,"302    217418
Name: id, dtype: int64",217450,No Mapping,No Mapping,TN,0.006161636,,,,,
5418,"302    217418
Name: id, dtype: int64",190494,No Mapping,No Mapping,TN,0.005740409,,,,,
5419,"302    217418
Name: id, dtype: int64",190495,No Mapping,No Mapping,TN,0.005735472,,,,,
5420,"302    217418
Name: id, dtype: int64",190520,No Mapping,No Mapping,TN,0.005719245,,,,,
5421,"302    217418
Name: id, dtype: int64",120629,No Mapping,No Mapping,TN,0.005681299,,,,,
5422,"302    217418
Name: id, dtype: int64",71348,No Mapping,No Mapping,TN,0.005635703,,,,,
5423,"302    217418
Name: id, dtype: int64",214886,No Mapping,No Mapping,TN,0.005564682,,,,,
5424,"302    217418
Name: id, dtype: int64",135878,No Mapping,No Mapping,TN,0.005549436,,,,,
5425,"302    217418
Name: id, dtype: int64",190501,No Mapping,No Mapping,TN,0.005549436,,,,,
5426,"302    217418
Name: id, dtype: int64",37468,No Mapping,No Mapping,TN,0.005453043,,,,,
5427,"302    217418
Name: id, dtype: int64",110176,No Mapping,No Mapping,TN,0.005214886,,,,,
5428,"302    217418
Name: id, dtype: int64",217451,No Mapping,No Mapping,TN,0.005083556,,,,,
5429,"302    217418
Name: id, dtype: int64",110172,No Mapping,No Mapping,TN,0.005063186,,,,,
5430,"302    217418
Name: id, dtype: int64",217461,No Mapping,No Mapping,TN,0.005031524,,,,,
5431,"302    217418
Name: id, dtype: int64",217458,No Mapping,No Mapping,TN,0.005031524,,,,,
5432,"302    217418
Name: id, dtype: int64",85825,No Mapping,No Mapping,TN,0.005018266,,,,,
5433,"302    217418
Name: id, dtype: int64",71340,No Mapping,No Mapping,TN,0.004942475,,,,,
5434,"302    217418
Name: id, dtype: int64",217459,No Mapping,No Mapping,TN,0.004889284,,,,,
5435,"302    217418
Name: id, dtype: int64",110171,No Mapping,No Mapping,TN,0.0047602,,,,,
5436,"302    217418
Name: id, dtype: int64",25227,No Mapping,No Mapping,TN,0.004731085,,,,,
5437,"302    217418
Name: id, dtype: int64",120637,No Mapping,No Mapping,TN,0.004603039,,,,,
5438,"302    217418
Name: id, dtype: int64",190518,No Mapping,No Mapping,TN,0.004561634,,,,,
5439,"302    217418
Name: id, dtype: int64",110137,No Mapping,No Mapping,TN,0.004544737,,,,,
5440,"302    217418
Name: id, dtype: int64",217505,No Mapping,No Mapping,TN,0.004474538,,,,,
5441,"302    217418
Name: id, dtype: int64",172081,No Mapping,No Mapping,TN,0.004423241,,,,,
5442,"302    217418
Name: id, dtype: int64",217454,No Mapping,No Mapping,TN,0.004419212,,,,,
5443,"302    217418
Name: id, dtype: int64",172088,No Mapping,No Mapping,TN,0.004413989,,,,,
5444,"302    217418
Name: id, dtype: int64",42970,No Mapping,No Mapping,TN,0.004279134,,,,,
5445,"302    217418
Name: id, dtype: int64",71343,No Mapping,No Mapping,TN,0.004197871,,,,,
5446,"302    217418
Name: id, dtype: int64",43849,No Mapping,No Mapping,TN,0.004142003,,,,,
5447,"302    217418
Name: id, dtype: int64",217527,No Mapping,No Mapping,TN,0.004141882,,,,,
5448,"302    217418
Name: id, dtype: int64",80111,No Mapping,No Mapping,TN,0.0040298,,,,,
5449,"302    217418
Name: id, dtype: int64",36650,No Mapping,No Mapping,TN,0.003831882,,,,,
5450,"302    217418
Name: id, dtype: int64",110161,No Mapping,No Mapping,TN,0.003781307,,,,,
5451,"302    217418
Name: id, dtype: int64",40617,No Mapping,No Mapping,TN,0.003768532,,,,,
5452,"302    217418
Name: id, dtype: int64",57379,No Mapping,No Mapping,TN,0.003720534,,,,,
5453,"302    217418
Name: id, dtype: int64",217472,No Mapping,No Mapping,TN,0.003716203,,,,,
5454,"302    217418
Name: id, dtype: int64",120638,No Mapping,No Mapping,TN,0.003708474,,,,,
5455,"302    217418
Name: id, dtype: int64",142300,No Mapping,No Mapping,TN,0.003699501,,,,,
5456,"302    217418
Name: id, dtype: int64",110175,No Mapping,No Mapping,TN,0.003683345,,,,,
5457,"302    217418
Name: id, dtype: int64",26536,No Mapping,No Mapping,TN,0.003674901,,,,,
5458,"302    217418
Name: id, dtype: int64",39520,No Mapping,No Mapping,TN,0.003638851,,,,,
5459,"302    217418
Name: id, dtype: int64",172083,No Mapping,No Mapping,TN,0.0036149,,,,,
5460,"302    217418
Name: id, dtype: int64",78171,No Mapping,No Mapping,TN,0.003543828,,,,,
5461,"302    217418
Name: id, dtype: int64",71336,No Mapping,No Mapping,TN,0.003494306,,,,,
5462,"302    217418
Name: id, dtype: int64",135766,No Mapping,No Mapping,TN,0.003489105,,,,,
5463,"302    217418
Name: id, dtype: int64",190522,No Mapping,No Mapping,TN,0.003485229,,,,,
5464,"302    217418
Name: id, dtype: int64",217526,No Mapping,No Mapping,TN,0.003457451,,,,,
5465,"302    217418
Name: id, dtype: int64",80110,No Mapping,No Mapping,TN,0.003416531,,,,,
5466,"302    217418
Name: id, dtype: int64",190512,No Mapping,No Mapping,TN,0.003370311,,,,,
5467,"302    217418
Name: id, dtype: int64",110133,No Mapping,No Mapping,TN,0.003356342,,,,,
5468,"302    217418
Name: id, dtype: int64",217465,No Mapping,No Mapping,TN,0.003192442,,,,,
5469,"302    217418
Name: id, dtype: int64",152706,No Mapping,No Mapping,TN,0.003188457,,,,,
5470,"302    217418
Name: id, dtype: int64",217453,No Mapping,No Mapping,TN,0.003137346,,,,,
5471,"302    217418
Name: id, dtype: int64",57373,No Mapping,No Mapping,TN,0.003116157,,,,,
5472,"302    217418
Name: id, dtype: int64",120636,No Mapping,No Mapping,TN,0.00304485,,,,,
5473,"302    217418
Name: id, dtype: int64",214891,No Mapping,No Mapping,TN,0.003017675,,,,,
5474,"302    217418
Name: id, dtype: int64",110162,No Mapping,No Mapping,TN,0.003009761,,,,,
5475,"302    217418
Name: id, dtype: int64",214885,No Mapping,No Mapping,TN,0.002990002,,,,,
5476,"302    217418
Name: id, dtype: int64",37252,No Mapping,No Mapping,TN,0.002966022,,,,,
5477,"302    217418
Name: id, dtype: int64",110156,No Mapping,No Mapping,TN,0.002955115,,,,,
5478,"302    217418
Name: id, dtype: int64",120639,No Mapping,No Mapping,TN,0.00288643,,,,,
5479,"302    217418
Name: id, dtype: int64",217460,No Mapping,No Mapping,TN,0.002443164,,,,,
5480,"302    217418
Name: id, dtype: int64",217455,No Mapping,No Mapping,TN,0.002441595,,,,,
5481,"302    217418
Name: id, dtype: int64",217447,No Mapping,No Mapping,TN,0.002441595,,,,,
5482,"302    217418
Name: id, dtype: int64",110131,No Mapping,No Mapping,TN,0.001577249,,,,,
5628,"363    217490
Name: id, dtype: int64",217490,inflation AND economy AND fed,inflation AND economy AND fed,TP,1,,,,,
5629,"363    217490
Name: id, dtype: int64",217492,inflation AND economy AND fed,inflation AND economy AND fed,TP,0.773963396,,,,,
5630,"363    217490
Name: id, dtype: int64",217493,inflation AND economy AND fed,inflation AND economy AND fed,TP,0.635030597,,,,,
5631,"363    217490
Name: id, dtype: int64",217508,inflation AND economy AND fed,inflation AND economy AND fed,TP,0.431025407,,,,,
5632,"363    217490
Name: id, dtype: int64",217511,No Mapping,inflation AND economy AND fed,FN,0.246152467,,,,,
5633,"363    217490
Name: id, dtype: int64",217494,No Mapping,inflation AND economy AND fed,FN,0.223676177,,,,,
5634,"363    217490
Name: id, dtype: int64",217501,No Mapping,inflation AND economy AND fed,FN,0.17909774,,,,,
5635,"363    217490
Name: id, dtype: int64",217498,No Mapping,inflation AND economy AND fed,FN,0.145271494,,,,,
5636,"363    217490
Name: id, dtype: int64",217505,No Mapping,inflation AND economy AND fed,FN,0.133969811,,,,,
5637,"363    217490
Name: id, dtype: int64",217496,No Mapping,inflation AND economy AND fed,FN,0.128915226,,,,,
5638,"363    217490
Name: id, dtype: int64",217502,No Mapping,inflation AND economy AND fed,FN,0.119999152,,,,,
5639,"363    217490
Name: id, dtype: int64",217504,No Mapping,inflation AND economy AND fed,FN,0.111835495,,,,,
5640,"363    217490
Name: id, dtype: int64",217497,No Mapping,inflation AND economy AND fed,FN,0.102239398,,,,,
5641,"363    217490
Name: id, dtype: int64",217510,No Mapping,inflation AND economy AND fed,FN,0.090441509,,,,,
5642,"363    217490
Name: id, dtype: int64",217507,No Mapping,inflation AND economy AND fed,FN,0.069929677,,,,,
5643,"363    217490
Name: id, dtype: int64",57378,No Mapping,No Mapping,TN,0.047243704,,,,,
5644,"363    217490
Name: id, dtype: int64",190528,No Mapping,No Mapping,TN,0.044052193,,,,,
5645,"363    217490
Name: id, dtype: int64",21485,No Mapping,No Mapping,TN,0.041687791,,,,,
5646,"363    217490
Name: id, dtype: int64",217514,No Mapping,inflation AND economy AND fed,FN,0.03479226,,,,,
5647,"363    217490
Name: id, dtype: int64",217513,No Mapping,inflation AND economy AND fed,FN,0.03479226,,,,,
5648,"363    217490
Name: id, dtype: int64",80097,No Mapping,No Mapping,TN,0.033365787,,,,,
5649,"363    217490
Name: id, dtype: int64",214879,No Mapping,No Mapping,TN,0.031823465,,,,,
5650,"363    217490
Name: id, dtype: int64",217506,No Mapping,inflation AND economy AND fed,FN,0.031244644,,,,,
5651,"363    217490
Name: id, dtype: int64",71341,No Mapping,No Mapping,TN,0.030805679,,,,,
5652,"363    217490
Name: id, dtype: int64",136158,No Mapping,No Mapping,TN,0.030136248,,,,,
5653,"363    217490
Name: id, dtype: int64",80113,No Mapping,No Mapping,TN,0.029157082,,,,,
5654,"363    217490
Name: id, dtype: int64",172077,No Mapping,No Mapping,TN,0.028870399,,,,,
5655,"363    217490
Name: id, dtype: int64",23878,No Mapping,No Mapping,TN,0.028788381,,,,,
5656,"363    217490
Name: id, dtype: int64",217475,No Mapping,No Mapping,TN,0.028516085,,,,,
5657,"363    217490
Name: id, dtype: int64",71335,No Mapping,No Mapping,TN,0.02828264,,,,,
5658,"363    217490
Name: id, dtype: int64",141886,No Mapping,No Mapping,TN,0.027368793,,,,,
5659,"363    217490
Name: id, dtype: int64",25225,No Mapping,No Mapping,TN,0.025781215,,,,,
5660,"363    217490
Name: id, dtype: int64",85801,No Mapping,No Mapping,TN,0.025708267,,,,,
5661,"363    217490
Name: id, dtype: int64",57372,No Mapping,No Mapping,TN,0.02535649,,,,,
5662,"363    217490
Name: id, dtype: int64",172083,No Mapping,No Mapping,TN,0.024965826,,,,,
5663,"363    217490
Name: id, dtype: int64",217465,No Mapping,No Mapping,TN,0.024956675,,,,,
5664,"363    217490
Name: id, dtype: int64",57376,No Mapping,No Mapping,TN,0.02458319,,,,,
5665,"363    217490
Name: id, dtype: int64",57385,No Mapping,No Mapping,TN,0.024195757,,,,,
5666,"363    217490
Name: id, dtype: int64",80106,No Mapping,No Mapping,TN,0.023881093,,,,,
5667,"363    217490
Name: id, dtype: int64",25227,No Mapping,No Mapping,TN,0.023771566,,,,,
5668,"363    217490
Name: id, dtype: int64",217529,No Mapping,No Mapping,TN,0.023547644,,,,,
5669,"363    217490
Name: id, dtype: int64",85803,No Mapping,No Mapping,TN,0.023545206,,,,,
5670,"363    217490
Name: id, dtype: int64",172080,No Mapping,No Mapping,TN,0.023411833,,,,,
5671,"363    217490
Name: id, dtype: int64",110147,No Mapping,No Mapping,TN,0.023078989,,,,,
5672,"363    217490
Name: id, dtype: int64",21506,No Mapping,No Mapping,TN,0.022962889,,,,,
5673,"363    217490
Name: id, dtype: int64",57377,No Mapping,No Mapping,TN,0.022610754,,,,,
5674,"363    217490
Name: id, dtype: int64",21413,No Mapping,No Mapping,TN,0.022547406,,,,,
5675,"363    217490
Name: id, dtype: int64",172100,No Mapping,No Mapping,TN,0.022138663,,,,,
5676,"363    217490
Name: id, dtype: int64",110172,No Mapping,No Mapping,TN,0.021999123,,,,,
5677,"363    217490
Name: id, dtype: int64",25226,No Mapping,No Mapping,TN,0.021511978,,,,,
5678,"363    217490
Name: id, dtype: int64",46896,No Mapping,No Mapping,TN,0.021306017,,,,,
5679,"363    217490
Name: id, dtype: int64",110127,No Mapping,No Mapping,TN,0.021251753,,,,,
5680,"363    217490
Name: id, dtype: int64",139673,No Mapping,No Mapping,TN,0.02110947,,,,,
5681,"363    217490
Name: id, dtype: int64",80101,No Mapping,No Mapping,TN,0.020896429,,,,,
5682,"363    217490
Name: id, dtype: int64",217532,No Mapping,No Mapping,TN,0.020745656,,,,,
5683,"363    217490
Name: id, dtype: int64",136866,No Mapping,No Mapping,TN,0.020374778,,,,,
5684,"363    217490
Name: id, dtype: int64",217526,No Mapping,No Mapping,TN,0.020304673,,,,,
5685,"363    217490
Name: id, dtype: int64",48388,No Mapping,No Mapping,TN,0.019945343,,,,,
5686,"363    217490
Name: id, dtype: int64",214876,No Mapping,No Mapping,TN,0.019744805,,,,,
5687,"363    217490
Name: id, dtype: int64",190526,No Mapping,No Mapping,TN,0.019456764,,,,,
5688,"363    217490
Name: id, dtype: int64",190524,No Mapping,No Mapping,TN,0.018555928,,,,,
5689,"363    217490
Name: id, dtype: int64",217441,No Mapping,No Mapping,TN,0.017977404,,,,,
5690,"363    217490
Name: id, dtype: int64",57418,No Mapping,No Mapping,TN,0.017934485,,,,,
5691,"363    217490
Name: id, dtype: int64",152654,No Mapping,No Mapping,TN,0.017554944,,,,,
5692,"363    217490
Name: id, dtype: int64",80102,No Mapping,No Mapping,TN,0.017389113,,,,,
5693,"363    217490
Name: id, dtype: int64",35723,No Mapping,No Mapping,TN,0.017300471,,,,,
5694,"363    217490
Name: id, dtype: int64",110166,No Mapping,No Mapping,TN,0.016938622,,,,,
5695,"363    217490
Name: id, dtype: int64",214888,No Mapping,No Mapping,TN,0.016397801,,,,,
5696,"363    217490
Name: id, dtype: int64",80108,No Mapping,No Mapping,TN,0.016370462,,,,,
5697,"363    217490
Name: id, dtype: int64",217527,No Mapping,No Mapping,TN,0.016140478,,,,,
5698,"363    217490
Name: id, dtype: int64",36823,No Mapping,No Mapping,TN,0.016118946,,,,,
5699,"363    217490
Name: id, dtype: int64",217524,No Mapping,No Mapping,TN,0.016064344,,,,,
5700,"363    217490
Name: id, dtype: int64",120633,No Mapping,No Mapping,TN,0.015981049,,,,,
5701,"363    217490
Name: id, dtype: int64",49480,No Mapping,No Mapping,TN,0.01585162,,,,,
5702,"363    217490
Name: id, dtype: int64",217488,No Mapping,No Mapping,TN,0.015821336,,,,,
5703,"363    217490
Name: id, dtype: int64",85806,No Mapping,No Mapping,TN,0.015815176,,,,,
5704,"363    217490
Name: id, dtype: int64",43318,No Mapping,No Mapping,TN,0.015750238,,,,,
5705,"363    217490
Name: id, dtype: int64",21500,No Mapping,No Mapping,TN,0.015706164,,,,,
5706,"363    217490
Name: id, dtype: int64",172084,No Mapping,No Mapping,TN,0.015303941,,,,,
5707,"363    217490
Name: id, dtype: int64",57366,No Mapping,No Mapping,TN,0.014907517,,,,,
5708,"363    217490
Name: id, dtype: int64",21508,No Mapping,No Mapping,TN,0.014537628,,,,,
5709,"363    217490
Name: id, dtype: int64",217500,No Mapping,inflation AND economy AND fed,FN,0.014526347,,,,,
5710,"363    217490
Name: id, dtype: int64",217495,No Mapping,inflation AND economy AND fed,FN,0.014526347,,,,,
5711,"363    217490
Name: id, dtype: int64",71338,No Mapping,No Mapping,TN,0.014493671,,,,,
5712,"363    217490
Name: id, dtype: int64",120634,No Mapping,No Mapping,TN,0.014377822,,,,,
5713,"363    217490
Name: id, dtype: int64",21512,No Mapping,No Mapping,TN,0.014106595,,,,,
5714,"363    217490
Name: id, dtype: int64",139571,No Mapping,No Mapping,TN,0.013883821,,,,,
5715,"363    217490
Name: id, dtype: int64",120639,No Mapping,No Mapping,TN,0.013820883,,,,,
5716,"363    217490
Name: id, dtype: int64",217462,No Mapping,No Mapping,TN,0.013794046,,,,,
5717,"363    217490
Name: id, dtype: int64",217484,No Mapping,No Mapping,TN,0.013727442,,,,,
5718,"363    217490
Name: id, dtype: int64",217448,No Mapping,No Mapping,TN,0.013624386,,,,,
5719,"363    217490
Name: id, dtype: int64",120636,No Mapping,No Mapping,TN,0.013462142,,,,,
5720,"363    217490
Name: id, dtype: int64",85802,No Mapping,No Mapping,TN,0.01342403,,,,,
5721,"363    217490
Name: id, dtype: int64",139100,No Mapping,No Mapping,TN,0.013279967,,,,,
5722,"363    217490
Name: id, dtype: int64",80105,No Mapping,No Mapping,TN,0.013226555,,,,,
5723,"363    217490
Name: id, dtype: int64",217517,No Mapping,No Mapping,TN,0.013054854,,,,,
5724,"363    217490
Name: id, dtype: int64",172099,No Mapping,No Mapping,TN,0.012915875,,,,,
5725,"363    217490
Name: id, dtype: int64",43849,No Mapping,No Mapping,TN,0.0126898,,,,,
5726,"363    217490
Name: id, dtype: int64",80100,No Mapping,No Mapping,TN,0.012672699,,,,,
5727,"363    217490
Name: id, dtype: int64",190500,No Mapping,No Mapping,TN,0.012233839,,,,,
5728,"363    217490
Name: id, dtype: int64",217469,No Mapping,No Mapping,TN,0.011932087,,,,,
5729,"363    217490
Name: id, dtype: int64",217519,No Mapping,No Mapping,TN,0.011886102,,,,,
5730,"363    217490
Name: id, dtype: int64",142033,No Mapping,No Mapping,TN,0.011880673,,,,,
5731,"363    217490
Name: id, dtype: int64",151832,No Mapping,No Mapping,TN,0.011858776,,,,,
5732,"363    217490
Name: id, dtype: int64",172098,No Mapping,No Mapping,TN,0.011713075,,,,,
5733,"363    217490
Name: id, dtype: int64",217472,No Mapping,No Mapping,TN,0.011688716,,,,,
5734,"363    217490
Name: id, dtype: int64",71342,No Mapping,No Mapping,TN,0.011556056,,,,,
5735,"363    217490
Name: id, dtype: int64",214885,No Mapping,No Mapping,TN,0.011554167,,,,,
