,root_article,article_compared,cateogry ID,FP/FN/TP/TN,score
5177,"46    40617
Name: id, dtype: int64",110157,No Mapping,TN,0.007460699
5178,"350    217466
Name: id, dtype: int64",217521,No Mapping,TN,0.007438928
5179,"326    217442
Name: id, dtype: int64",172086,No Mapping,TN,0.007424265
5180,"118    80094
Name: id, dtype: int64",217477,No Mapping,TN,0.007410784
5181,"37    38658
Name: id, dtype: int64",40543,No Mapping,TN,0.007410068
5182,"374    217490
Name: id, dtype: int64",151262,No Mapping,TN,0.007409914
5183,"46    40617
Name: id, dtype: int64",217438,No Mapping,TN,0.007403766
5184,"118    80094
Name: id, dtype: int64",134825,No Mapping,TN,0.007396391
5185,"118    80094
Name: id, dtype: int64",110133,No Mapping,TN,0.007392664
5186,"241    172079
Name: id, dtype: int64",48813,No Mapping,TN,0.007389311
5187,"35    37252
Name: id, dtype: int64",158005,No Mapping,TN,0.007386005
5188,"238    158005
Name: id, dtype: int64",37252,No Mapping,TN,0.007386005
5189,"326    217442
Name: id, dtype: int64",217527,No Mapping,TN,0.007379499
5190,"75    49480
Name: id, dtype: int64",217532,No Mapping,TN,0.007367848
5191,"241    172079
Name: id, dtype: int64",21455,No Mapping,TN,0.007367554
5192,"241    172079
Name: id, dtype: int64",57360,No Mapping,TN,0.007366562
5193,"326    217442
Name: id, dtype: int64",190496,No Mapping,TN,0.007366299
5194,"75    49480
Name: id, dtype: int64",21499,No Mapping,TN,0.007359291
5195,"37    38658
Name: id, dtype: int64",140496,No Mapping,TN,0.007345162
5196,"227    151832
Name: id, dtype: int64",214934,No Mapping,TN,0.007330828
5197,"197    120639
Name: id, dtype: int64",21474,No Mapping,TN,0.007317919
5198,"52    43447
Name: id, dtype: int64",214886,No Mapping,TN,0.007316301
5199,"350    217466
Name: id, dtype: int64",217492,No Mapping,TN,0.007313838
5200,"197    120639
Name: id, dtype: int64",214877,No Mapping,TN,0.007308031
5201,"118    80094
Name: id, dtype: int64",110161,No Mapping,TN,0.007289754
5202,"247    172085
Name: id, dtype: int64",214875,No Mapping,TN,0.007284084
5203,"292    214888
Name: id, dtype: int64",217428,No Mapping,TN,0.007278412
5204,"292    214888
Name: id, dtype: int64",217432,No Mapping,TN,0.007278412
5205,"35    37252
Name: id, dtype: int64",217430,No Mapping,TN,0.007265596
5206,"118    80094
Name: id, dtype: int64",190526,No Mapping,TN,0.007265339
5207,"227    151832
Name: id, dtype: int64",110157,No Mapping,TN,0.007263928
5208,"247    172085
Name: id, dtype: int64",80092,No Mapping,TN,0.007262923
5209,"350    217466
Name: id, dtype: int64",217447,No Mapping,TN,0.007244217
5210,"350    217466
Name: id, dtype: int64",217455,No Mapping,TN,0.007244217
5211,"326    217442
Name: id, dtype: int64",85806,No Mapping,TN,0.007238663
5212,"75    49480
Name: id, dtype: int64",46896,No Mapping,TN,0.007233587
5213,"52    43447
Name: id, dtype: int64",21485,No Mapping,TN,0.007231917
5214,"46    40617
Name: id, dtype: int64",217475,No Mapping,TN,0.007224937
5215,"75    49480
Name: id, dtype: int64",190517,No Mapping,TN,0.007209574
5216,"46    40617
Name: id, dtype: int64",71337,No Mapping,TN,0.007207051
5217,"326    217442
Name: id, dtype: int64",172084,No Mapping,TN,0.007200134
5218,"52    43447
Name: id, dtype: int64",120630,No Mapping,TN,0.007195531
5219,"118    80094
Name: id, dtype: int64",135213,No Mapping,TN,0.007191359
5220,"238    158005
Name: id, dtype: int64",190495,No Mapping,TN,0.00718043
5221,"75    49480
Name: id, dtype: int64",44928,No Mapping,TN,0.007178924
5222,"302    217418
Name: id, dtype: int64",172077,No Mapping,TN,0.007171467
5223,"247    172085
Name: id, dtype: int64",217455,No Mapping,TN,0.007168241
5224,"247    172085
Name: id, dtype: int64",217447,No Mapping,TN,0.007168241
5225,"118    80094
Name: id, dtype: int64",110131,No Mapping,TN,0.00716371
5226,"46    40617
Name: id, dtype: int64",85807,No Mapping,TN,0.007154956
5227,"241    172079
Name: id, dtype: int64",214878,No Mapping,TN,0.007150935
5228,"374    217490
Name: id, dtype: int64",110133,No Mapping,TN,0.007150093
5229,"227    151832
Name: id, dtype: int64",80104,No Mapping,TN,0.007146683
5230,"326    217442
Name: id, dtype: int64",217519,No Mapping,TN,0.007144072
5231,"326    217442
Name: id, dtype: int64",137586,No Mapping,TN,0.007143799
5232,"292    214888
Name: id, dtype: int64",217504,No Mapping,TN,0.007139579
5233,"350    217466
Name: id, dtype: int64",217430,No Mapping,TN,0.00712785
5234,"247    172085
Name: id, dtype: int64",71335,No Mapping,TN,0.007126664
5235,"35    37252
Name: id, dtype: int64",21474,No Mapping,TN,0.007126504
5236,"241    172079
Name: id, dtype: int64",217429,No Mapping,TN,0.007120172
5237,"197    120639
Name: id, dtype: int64",57441,No Mapping,TN,0.007119926
5238,"118    80094
Name: id, dtype: int64",217433,No Mapping,TN,0.007118304
5239,"118    80094
Name: id, dtype: int64",217439,No Mapping,TN,0.007118304
5240,"292    214888
Name: id, dtype: int64",110143,No Mapping,TN,0.007116922
5241,"241    172079
Name: id, dtype: int64",156194,No Mapping,TN,0.007116533
5473,"247    172085
Name: id, dtype: int64",38952,No Mapping,TN,0.007108661
5474,"238    158005
Name: id, dtype: int64",172097,No Mapping,TN,0.007105805
5475,"75    49480
Name: id, dtype: int64",57441,No Mapping,TN,0.007104981
5476,"118    80094
Name: id, dtype: int64",110175,No Mapping,TN,0.007102738
5477,"118    80094
Name: id, dtype: int64",135766,No Mapping,TN,0.007098267
5478,"227    151832
Name: id, dtype: int64",172125,No Mapping,TN,0.007085153
5479,"247    172085
Name: id, dtype: int64",217465,No Mapping,TN,0.007081499
5480,"238    158005
Name: id, dtype: int64",217494,No Mapping,TN,0.007065126
5481,"326    217442
Name: id, dtype: int64",110169,No Mapping,TN,0.007063139
5482,"118    80094
Name: id, dtype: int64",40543,No Mapping,TN,0.007058273
5483,"227    151832
Name: id, dtype: int64",57375,No Mapping,TN,0.007058161
5484,"37    38658
Name: id, dtype: int64",152264,No Mapping,TN,0.007050459
5485,"302    217418
Name: id, dtype: int64",217493,No Mapping,TN,0.007046068
5486,"326    217442
Name: id, dtype: int64",172096,No Mapping,TN,0.007032819
5487,"46    40617
Name: id, dtype: int64",217428,No Mapping,TN,0.007032063
5488,"46    40617
Name: id, dtype: int64",217432,No Mapping,TN,0.007032063
5489,"247    172085
Name: id, dtype: int64",21510,No Mapping,TN,0.00702269
5490,"227    151832
Name: id, dtype: int64",217456,No Mapping,TN,0.007019599
5491,"52    43447
Name: id, dtype: int64",217511,No Mapping,TN,0.007018814
5492,"227    151832
Name: id, dtype: int64",217534,No Mapping,TN,0.007015299
5493,"197    120639
Name: id, dtype: int64",80110,No Mapping,TN,0.007011006
5494,"118    80094
Name: id, dtype: int64",85797,No Mapping,TN,0.007008871
5495,"302    217418
Name: id, dtype: int64",217509,No Mapping,TN,0.007008371
5496,"197    120639
Name: id, dtype: int64",71344,No Mapping,TN,0.007000364
5497,"292    214888
Name: id, dtype: int64",138517,No Mapping,TN,0.006994295
5498,"302    217418
Name: id, dtype: int64",217538,No Mapping,TN,0.006982889
5499,"302    217418
Name: id, dtype: int64",217537,No Mapping,TN,0.006982889
5500,"302    217418
Name: id, dtype: int64",217525,No Mapping,TN,0.006982889
5501,"302    217418
Name: id, dtype: int64",217515,No Mapping,TN,0.006982889
5502,"302    217418
Name: id, dtype: int64",217516,No Mapping,TN,0.006982889
5503,"302    217418
Name: id, dtype: int64",217480,No Mapping,TN,0.006982889
5504,"302    217418
Name: id, dtype: int64",217518,No Mapping,TN,0.006982889
5505,"302    217418
Name: id, dtype: int64",217479,No Mapping,TN,0.006982889
5506,"302    217418
Name: id, dtype: int64",217503,No Mapping,TN,0.006982889
5507,"302    217418
Name: id, dtype: int64",217512,No Mapping,TN,0.006982889
5508,"397    217515
Name: id, dtype: int64",217418,No Mapping,TN,0.006982889
5509,"197    120639
Name: id, dtype: int64",110159,No Mapping,TN,0.006981804
5510,"374    217490
Name: id, dtype: int64",190520,No Mapping,TN,0.006975655
5511,"227    151832
Name: id, dtype: int64",85807,No Mapping,TN,0.006966248
5512,"197    120639
Name: id, dtype: int64",139673,No Mapping,TN,0.006964655
5513,"326    217442
Name: id, dtype: int64",172102,No Mapping,TN,0.006961648
5514,"35    37252
Name: id, dtype: int64",172092,No Mapping,TN,0.00696044
5515,"35    37252
Name: id, dtype: int64",85880,No Mapping,TN,0.006951478
5516,"46    40617
Name: id, dtype: int64",217530,No Mapping,TN,0.00694796
5517,"247    172085
Name: id, dtype: int64",48914,No Mapping,TN,0.006946596
5518,"118    80094
Name: id, dtype: int64",21499,No Mapping,TN,0.006943921
5519,"374    217490
Name: id, dtype: int64",217478,No Mapping,TN,0.006941229
5520,"247    172085
Name: id, dtype: int64",21454,No Mapping,TN,0.006918836
5521,"374    217490
Name: id, dtype: int64",134545,No Mapping,TN,0.006915954
5522,"227    151832
Name: id, dtype: int64",57362,No Mapping,TN,0.006910629
5523,"75    49480
Name: id, dtype: int64",78170,No Mapping,TN,0.006908194
5524,"302    217418
Name: id, dtype: int64",217492,No Mapping,TN,0.00690355
5525,"302    217418
Name: id, dtype: int64",217486,No Mapping,TN,0.00689879
5526,"302    217418
Name: id, dtype: int64",217489,No Mapping,TN,0.00689879
5527,"227    151832
Name: id, dtype: int64",217501,No Mapping,TN,0.006898351
5528,"1    21448
Name: id, dtype: int64",217420,No Mapping,TN,0.006898015
5529,"1    21448
Name: id, dtype: int64",217423,No Mapping,TN,0.006898015
5530,"197    120639
Name: id, dtype: int64",134889,No Mapping,TN,0.006896698
5531,"118    80094
Name: id, dtype: int64",80096,No Mapping,TN,0.006894554
5532,"37    38658
Name: id, dtype: int64",217530,No Mapping,TN,0.006884743
5533,"37    38658
Name: id, dtype: int64",49614,No Mapping,TN,0.006870605
5534,"46    40617
Name: id, dtype: int64",217514,No Mapping,TN,0.006865148
5535,"46    40617
Name: id, dtype: int64",217513,No Mapping,TN,0.006865148
5536,"374    217490
Name: id, dtype: int64",217434,No Mapping,TN,0.006854043
5537,"238    158005
Name: id, dtype: int64",80110,No Mapping,TN,0.006840591
5538,"118    80094
Name: id, dtype: int64",48306,No Mapping,TN,0.006839689
5539,"247    172085
Name: id, dtype: int64",110166,No Mapping,TN,0.006839009
5540,"397    217515
Name: id, dtype: int64",57372,No Mapping,TN,0.006832418
5541,"247    172085
Name: id, dtype: int64",110133,No Mapping,TN,0.006814044
5542,"37    38658
Name: id, dtype: int64",217426,No Mapping,TN,0.006813132
5543,"37    38658
Name: id, dtype: int64",78169,No Mapping,TN,0.006806938
5544,"118    80094
Name: id, dtype: int64",217432,No Mapping,TN,0.006801855
5545,"118    80094
Name: id, dtype: int64",217428,No Mapping,TN,0.006801855
5546,"241    172079
Name: id, dtype: int64",110157,No Mapping,TN,0.00680169
5547,"35    37252
Name: id, dtype: int64",217536,No Mapping,TN,0.006791377
5548,"247    172085
Name: id, dtype: int64",110157,No Mapping,TN,0.006790986
5549,"52    43447
Name: id, dtype: int64",46896,No Mapping,TN,0.006778087
5550,"75    49480
Name: id, dtype: int64",110157,No Mapping,TN,0.006776782
5551,"374    217490
Name: id, dtype: int64",71339,No Mapping,TN,0.006771414
5552,"374    217490
Name: id, dtype: int64",217521,No Mapping,TN,0.006764365
5553,"302    217418
Name: id, dtype: int64",48823,No Mapping,TN,0.006760666
5554,"118    80094
Name: id, dtype: int64",71341,No Mapping,TN,0.006760024
5555,"247    172085
Name: id, dtype: int64",48813,No Mapping,TN,0.006741787
5556,"197    120639
Name: id, dtype: int64",85797,No Mapping,TN,0.006736557
5557,"35    37252
Name: id, dtype: int64",217440,No Mapping,TN,0.006733688
5558,"302    217418
Name: id, dtype: int64",48914,No Mapping,TN,0.006725113
5559,"238    158005
Name: id, dtype: int64",71335,No Mapping,TN,0.006723865
5560,"247    172085
Name: id, dtype: int64",152264,No Mapping,TN,0.006722559
5561,"247    172085
Name: id, dtype: int64",172102,No Mapping,TN,0.006709342
5562,"247    172085
Name: id, dtype: int64",217519,No Mapping,TN,0.006699803
5563,"52    43447
Name: id, dtype: int64",71349,No Mapping,TN,0.006697603
5564,"197    120639
Name: id, dtype: int64",217500,No Mapping,TN,0.006695851
5565,"197    120639
Name: id, dtype: int64",217495,No Mapping,TN,0.006695851
5566,"37    38658
Name: id, dtype: int64",48914,No Mapping,TN,0.006694757
5567,"75    49480
Name: id, dtype: int64",26536,No Mapping,TN,0.006688723
5568,"75    49480
Name: id, dtype: int64",214878,No Mapping,TN,0.006676576
5569,"374    217490
Name: id, dtype: int64",151598,No Mapping,TN,0.006673214
5570,"118    80094
Name: id, dtype: int64",217478,No Mapping,TN,0.006670012
5571,"52    43447
Name: id, dtype: int64",57441,No Mapping,TN,0.00665758
5572,"37    38658
Name: id, dtype: int64",57377,No Mapping,TN,0.006653574
5573,"197    120639
Name: id, dtype: int64",80107,No Mapping,TN,0.006643203
5574,"197    120639
Name: id, dtype: int64",80100,No Mapping,TN,0.006642875
5575,"46    40617
Name: id, dtype: int64",110166,No Mapping,TN,0.006638864
5576,"46    40617
Name: id, dtype: int64",190522,No Mapping,TN,0.006637275
5577,"238    158005
Name: id, dtype: int64",46175,No Mapping,TN,0.006634936
5578,"46    40617
Name: id, dtype: int64",110164,No Mapping,TN,0.006632767
5579,"52    43447
Name: id, dtype: int64",217529,No Mapping,TN,0.006628977
5580,"52    43447
Name: id, dtype: int64",80105,No Mapping,TN,0.006613419
5581,"227    151832
Name: id, dtype: int64",57418,No Mapping,TN,0.00660887
5582,"350    217466
Name: id, dtype: int64",217440,No Mapping,TN,0.006606025
5583,"326    217442
Name: id, dtype: int64",190512,No Mapping,TN,0.006604594
5584,"52    43447
Name: id, dtype: int64",21504,No Mapping,TN,0.006601179
5585,"35    37252
Name: id, dtype: int64",217523,No Mapping,TN,0.006600621
5586,"238    158005
Name: id, dtype: int64",110127,No Mapping,TN,0.006597735
5587,"46    40617
Name: id, dtype: int64",217522,No Mapping,TN,0.006597375
5588,"75    49480
Name: id, dtype: int64",110164,No Mapping,TN,0.00659558
5589,"326    217442
Name: id, dtype: int64",172083,No Mapping,TN,0.006588906
5590,"326    217442
Name: id, dtype: int64",21485,No Mapping,TN,0.006581301
5591,"197    120639
Name: id, dtype: int64",217420,No Mapping,TN,0.006573874
5592,"197    120639
Name: id, dtype: int64",217423,No Mapping,TN,0.006573874
5593,"374    217490
Name: id, dtype: int64",71344,No Mapping,TN,0.006560268
5594,"75    49480
Name: id, dtype: int64",214883,No Mapping,TN,0.006548024
5595,"52    43447
Name: id, dtype: int64",80096,No Mapping,TN,0.006546274
5596,"35    37252
Name: id, dtype: int64",44040,No Mapping,TN,0.006544334
5597,"227    151832
Name: id, dtype: int64",217429,No Mapping,TN,0.006535579
5598,"118    80094
Name: id, dtype: int64",217427,No Mapping,TN,0.006529381
5599,"302    217418
Name: id, dtype: int64",71337,No Mapping,TN,0.006528922
5600,"197    120639
Name: id, dtype: int64",85810,No Mapping,TN,0.006526308
5601,"35    37252
Name: id, dtype: int64",157527,No Mapping,TN,0.006525318
5602,"302    217418
Name: id, dtype: int64",214879,No Mapping,TN,0.006517135
5603,"326    217442
Name: id, dtype: int64",40854,No Mapping,TN,0.006516429
5604,"374    217490
Name: id, dtype: int64",120637,No Mapping,TN,0.006513637
5605,"118    80094
Name: id, dtype: int64",110164,No Mapping,TN,0.006507121
5606,"302    217418
Name: id, dtype: int64",71335,No Mapping,TN,0.006505127
5607,"37    38658
Name: id, dtype: int64",71340,No Mapping,TN,0.006504431
5608,"374    217490
Name: id, dtype: int64",217430,No Mapping,TN,0.006501268
5609,"35    37252
Name: id, dtype: int64",120631,No Mapping,TN,0.006499232
5610,"75    49480
Name: id, dtype: int64",85807,No Mapping,TN,0.006499066
5611,"197    120639
Name: id, dtype: int64",71350,No Mapping,TN,0.006497007
5612,"241    172079
Name: id, dtype: int64",71337,No Mapping,TN,0.006491602
5613,"118    80094
Name: id, dtype: int64",141886,No Mapping,TN,0.006490225
5614,"197    120639
Name: id, dtype: int64",214883,No Mapping,TN,0.006482502
5615,"241    172079
Name: id, dtype: int64",48306,No Mapping,TN,0.006471298
5616,"197    120639
Name: id, dtype: int64",110160,No Mapping,TN,0.006458337
5617,"374    217490
Name: id, dtype: int64",49614,No Mapping,TN,0.006442018
5618,"238    158005
Name: id, dtype: int64",217459,No Mapping,TN,0.00644151
5619,"35    37252
Name: id, dtype: int64",23811,No Mapping,TN,0.006430622
5620,"326    217442
Name: id, dtype: int64",214892,No Mapping,TN,0.00642044
5621,"247    172085
Name: id, dtype: int64",217433,No Mapping,TN,0.006414461
5622,"247    172085
Name: id, dtype: int64",217439,No Mapping,TN,0.006414461
5623,"302    217418
Name: id, dtype: int64",217444,No Mapping,TN,0.006404664
5624,"302    217418
Name: id, dtype: int64",217445,No Mapping,TN,0.006404664
5625,"326    217442
Name: id, dtype: int64",156656,No Mapping,TN,0.00640312
5626,"350    217466
Name: id, dtype: int64",217438,No Mapping,TN,0.006401443
5627,"374    217490
Name: id, dtype: int64",85825,No Mapping,TN,0.006386941
5628,"238    158005
Name: id, dtype: int64",23877,No Mapping,TN,0.006381918
5629,"197    120639
Name: id, dtype: int64",71349,No Mapping,TN,0.006359925
5630,"35    37252
Name: id, dtype: int64",85810,No Mapping,TN,0.006355598
5631,"197    120639
Name: id, dtype: int64",46175,No Mapping,TN,0.006338676
5632,"52    43447
Name: id, dtype: int64",80106,No Mapping,TN,0.006320645
5633,"227    151832
Name: id, dtype: int64",39516,No Mapping,TN,0.006317678
5634,"302    217418
Name: id, dtype: int64",217510,No Mapping,TN,0.006314667
5635,"46    40617
Name: id, dtype: int64",48914,No Mapping,TN,0.006303933
5636,"238    158005
Name: id, dtype: int64",172125,No Mapping,TN,0.006302098
5637,"227    151832
Name: id, dtype: int64",80096,No Mapping,TN,0.006298253
5638,"247    172085
Name: id, dtype: int64",57369,No Mapping,TN,0.006297168
5639,"241    172079
Name: id, dtype: int64",80098,No Mapping,TN,0.006294267
5640,"241    172079
Name: id, dtype: int64",217438,No Mapping,TN,0.006287295
5641,"247    172085
Name: id, dtype: int64",172092,No Mapping,TN,0.006285287
5642,"35    37252
Name: id, dtype: int64",21511,No Mapping,TN,0.006259881
5643,"52    43447
Name: id, dtype: int64",214878,No Mapping,TN,0.006256152
5644,"374    217490
Name: id, dtype: int64",138709,No Mapping,TN,0.006245001
5645,"247    172085
Name: id, dtype: int64",21500,No Mapping,TN,0.006233258
5646,"118    80094
Name: id, dtype: int64",190519,No Mapping,TN,0.006198774
5647,"238    158005
Name: id, dtype: int64",57382,No Mapping,TN,0.006196526
5648,"35    37252
Name: id, dtype: int64",71349,No Mapping,TN,0.006193568
5649,"326    217442
Name: id, dtype: int64",47017,No Mapping,TN,0.006192626
5650,"52    43447
Name: id, dtype: int64",80094,No Mapping,TN,0.006183841
5651,"118    80094
Name: id, dtype: int64",43447,No Mapping,TN,0.006183841
5652,"52    43447
Name: id, dtype: int64",110164,No Mapping,TN,0.006180256
5653,"197    120639
Name: id, dtype: int64",157527,No Mapping,TN,0.006166411
5654,"75    49480
Name: id, dtype: int64",57418,No Mapping,TN,0.006165655
5655,"247    172085
Name: id, dtype: int64",190512,No Mapping,TN,0.006160283
5656,"197    120639
Name: id, dtype: int64",217422,No Mapping,TN,0.006153806
5657,"118    80094
Name: id, dtype: int64",214875,No Mapping,TN,0.006153082
5658,"397    217515
Name: id, dtype: int64",214893,No Mapping,TN,0.006145541
5659,"326    217442
Name: id, dtype: int64",48306,No Mapping,TN,0.006136959
5660,"75    49480
Name: id, dtype: int64",120637,No Mapping,TN,0.006132241
5661,"326    217442
Name: id, dtype: int64",217435,No Mapping,TN,0.006126547
5662,"292    214888
Name: id, dtype: int64",217488,No Mapping,TN,0.006110212
5663,"227    151832
Name: id, dtype: int64",57364,No Mapping,TN,0.006104585
5664,"197    120639
Name: id, dtype: int64",50026,No Mapping,TN,0.006099474
5665,"37    38658
Name: id, dtype: int64",217506,No Mapping,TN,0.006097902
5666,"52    43447
Name: id, dtype: int64",110152,No Mapping,TN,0.006096093
5667,"52    43447
Name: id, dtype: int64",71346,No Mapping,TN,0.006085867
5668,"46    40617
Name: id, dtype: int64",217483,No Mapping,TN,0.006078922
5669,"350    217466
Name: id, dtype: int64",214879,No Mapping,TN,0.006076815
5670,"35    37252
Name: id, dtype: int64",137143,No Mapping,TN,0.006066763
5671,"374    217490
Name: id, dtype: int64",217536,No Mapping,TN,0.006064992
5672,"118    80094
Name: id, dtype: int64",217469,No Mapping,TN,0.006048957
5673,"374    217490
Name: id, dtype: int64",217440,No Mapping,TN,0.006025315
5674,"247    172085
Name: id, dtype: int64",21504,No Mapping,TN,0.006006757
5675,"35    37252
Name: id, dtype: int64",38658,No Mapping,TN,0.006003486
5676,"37    38658
Name: id, dtype: int64",37252,No Mapping,TN,0.006003486
5677,"197    120639
Name: id, dtype: int64",80106,No Mapping,TN,0.006001972
5678,"118    80094
Name: id, dtype: int64",57362,No Mapping,TN,0.005999967
5679,"52    43447
Name: id, dtype: int64",110154,No Mapping,TN,0.00599395
5680,"374    217490
Name: id, dtype: int64",85793,No Mapping,TN,0.005993566
5681,"374    217490
Name: id, dtype: int64",44642,No Mapping,TN,0.005991699
5682,"52    43447
Name: id, dtype: int64",39232,No Mapping,TN,0.005986425
5683,"238    158005
Name: id, dtype: int64",214885,No Mapping,TN,0.005984597
5684,"197    120639
Name: id, dtype: int64",110149,No Mapping,TN,0.005984086
5685,"75    49480
Name: id, dtype: int64",37468,No Mapping,TN,0.005969696
5686,"247    172085
Name: id, dtype: int64",110169,No Mapping,TN,0.005962034
5687,"227    151832
Name: id, dtype: int64",71337,No Mapping,TN,0.005958617
5688,"326    217442
Name: id, dtype: int64",217437,No Mapping,TN,0.005940845
5689,"241    172079
Name: id, dtype: int64",134545,No Mapping,TN,0.005933927
5690,"227    151832
Name: id, dtype: int64",214877,No Mapping,TN,0.005930417
5691,"46    40617
Name: id, dtype: int64",217454,No Mapping,TN,0.005926769
5692,"238    158005
Name: id, dtype: int64",25227,No Mapping,TN,0.005923726
5693,"197    120639
Name: id, dtype: int64",110151,No Mapping,TN,0.00592303
5694,"241    172079
Name: id, dtype: int64",214894,No Mapping,TN,0.005904804
5695,"46    40617
Name: id, dtype: int64",217488,No Mapping,TN,0.005903402
5696,"374    217490
Name: id, dtype: int64",217523,No Mapping,TN,0.005894638
5697,"247    172085
Name: id, dtype: int64",49614,No Mapping,TN,0.005888776
5698,"197    120639
Name: id, dtype: int64",214892,No Mapping,TN,0.005881257
5699,"227    151832
Name: id, dtype: int64",190528,No Mapping,TN,0.005873988
5700,"197    120639
Name: id, dtype: int64",57369,No Mapping,TN,0.005867111
5701,"227    151832
Name: id, dtype: int64",217445,No Mapping,TN,0.005845212
5702,"227    151832
Name: id, dtype: int64",217444,No Mapping,TN,0.005845212
5703,"241    172079
Name: id, dtype: int64",172095,No Mapping,TN,0.005844931
5704,"197    120639
Name: id, dtype: int64",217446,No Mapping,TN,0.005843662
5705,"302    217418
Name: id, dtype: int64",190495,No Mapping,TN,0.005840981
5706,"238    158005
Name: id, dtype: int64",217495,No Mapping,TN,0.005840276
5707,"238    158005
Name: id, dtype: int64",217500,No Mapping,TN,0.005840276
5708,"37    38658
Name: id, dtype: int64",44642,No Mapping,TN,0.005839533
5709,"238    158005
Name: id, dtype: int64",217454,No Mapping,TN,0.005837492
5710,"197    120639
Name: id, dtype: int64",217456,No Mapping,TN,0.005827072
5711,"326    217442
Name: id, dtype: int64",57366,No Mapping,TN,0.005809917
5712,"238    158005
Name: id, dtype: int64",110171,No Mapping,TN,0.005805393
5713,"118    80094
Name: id, dtype: int64",152512,No Mapping,TN,0.00580276
5714,"241    172079
Name: id, dtype: int64",57410,No Mapping,TN,0.005793158
5715,"118    80094
Name: id, dtype: int64",57364,No Mapping,TN,0.005788269
5716,"374    217490
Name: id, dtype: int64",80103,No Mapping,TN,0.005780549
5717,"302    217418
Name: id, dtype: int64",120629,No Mapping,TN,0.005776955
5718,"227    151832
Name: id, dtype: int64",217438,No Mapping,TN,0.005771084
5719,"118    80094
Name: id, dtype: int64",21413,No Mapping,TN,0.005769611
5720,"227    151832
Name: id, dtype: int64",217510,No Mapping,TN,0.005763077
5721,"374    217490
Name: id, dtype: int64",21502,No Mapping,TN,0.005758552
5722,"118    80094
Name: id, dtype: int64",214883,No Mapping,TN,0.005755701
5723,"374    217490
Name: id, dtype: int64",110167,No Mapping,TN,0.00574303
5724,"238    158005
Name: id, dtype: int64",217444,No Mapping,TN,0.005740076
5725,"238    158005
Name: id, dtype: int64",217445,No Mapping,TN,0.005740076
5726,"302    217418
Name: id, dtype: int64",190494,No Mapping,TN,0.005739885
5727,"302    217418
Name: id, dtype: int64",71348,No Mapping,TN,0.005732962
5728,"247    172085
Name: id, dtype: int64",120628,No Mapping,TN,0.005730443
5729,"52    43447
Name: id, dtype: int64",57379,No Mapping,TN,0.005722288
5730,"302    217418
Name: id, dtype: int64",190520,No Mapping,TN,0.005721274
5731,"241    172079
Name: id, dtype: int64",190494,No Mapping,TN,0.005707075
5732,"302    217418
Name: id, dtype: int64",217452,No Mapping,TN,0.00570565
5733,"302    217418
Name: id, dtype: int64",217450,No Mapping,TN,0.00570565
5734,"35    37252
Name: id, dtype: int64",57365,No Mapping,TN,0.005700252
5735,"247    172085
Name: id, dtype: int64",80093,No Mapping,TN,0.005700185
5736,"247    172085
Name: id, dtype: int64",140362,No Mapping,TN,0.005699425
5737,"197    120639
Name: id, dtype: int64",23877,No Mapping,TN,0.00569673
5738,"241    172079
Name: id, dtype: int64",190520,No Mapping,TN,0.00568857
5739,"241    172079
Name: id, dtype: int64",217450,No Mapping,TN,0.005673036
5740,"241    172079
Name: id, dtype: int64",217452,No Mapping,TN,0.005673036
5741,"197    120639
Name: id, dtype: int64",217533,No Mapping,TN,0.005672879
5742,"292    214888
Name: id, dtype: int64",172100,No Mapping,TN,0.005659346
5743,"302    217418
Name: id, dtype: int64",214886,No Mapping,TN,0.005656695
5744,"35    37252
Name: id, dtype: int64",85807,No Mapping,TN,0.005631524
5745,"326    217442
Name: id, dtype: int64",152706,No Mapping,TN,0.005631333
5746,"52    43447
Name: id, dtype: int64",217419,No Mapping,TN,0.005624675
5747,"292    214888
Name: id, dtype: int64",217465,No Mapping,TN,0.005620324
5894,"374    217490
Name: id, dtype: int64",172088,No Mapping,TN,0.005614094
5895,"374    217490
Name: id, dtype: int64",110176,No Mapping,TN,0.005603903
5896,"247    172085
Name: id, dtype: int64",110145,No Mapping,TN,0.005598034
5897,"118    80094
Name: id, dtype: int64",141701,No Mapping,TN,0.005585703
5898,"238    158005
Name: id, dtype: int64",217531,No Mapping,TN,0.005585662
5899,"326    217442
Name: id, dtype: int64",217536,No Mapping,TN,0.005584843
5900,"302    217418
Name: id, dtype: int64",135878,No Mapping,TN,0.005583369
5901,"302    217418
Name: id, dtype: int64",190501,No Mapping,TN,0.005583369
5902,"247    172085
Name: id, dtype: int64",217469,No Mapping,TN,0.005575508
5903,"35    37252
Name: id, dtype: int64",110139,No Mapping,TN,0.005575206
5904,"118    80094
Name: id, dtype: int64",217535,No Mapping,TN,0.005572539
5905,"326    217442
Name: id, dtype: int64",140086,No Mapping,TN,0.005572054
5906,"46    40617
Name: id, dtype: int64",217508,No Mapping,TN,0.005566888
5907,"118    80094
Name: id, dtype: int64",80103,No Mapping,TN,0.005554684
5908,"247    172085
Name: id, dtype: int64",140086,No Mapping,TN,0.005542326
5909,"35    37252
Name: id, dtype: int64",110156,No Mapping,TN,0.005530104
5910,"326    217442
Name: id, dtype: int64",217535,No Mapping,TN,0.005526509
5911,"374    217490
Name: id, dtype: int64",85805,No Mapping,TN,0.005518781
